num_cores,core_freq,gpu_freq,emc_freq,cache_pressure,swappiness,dirty_ratio,dirty_bg_ratio,drop_caches,policy,sched_rt_runtime,sched_child_runs_first,memory_growth,inference_time,total_energy_consumption,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,context-switches,cycles,instructions,irq_handler_entry,irq_handler_exit,softirq_entry,softirq_exit,softirq_raise,major-faults,migrations,sys_enter,sys_exit,sched_boost_cpu,sched_boost_task,sched_migrate_task,sched_process_exec,sched_process_exit,sched_process_fork,sched_process_free,sched_process_wait,sched_stat_runtime,sched_wakeup,sched_wakeup_new,sched_waking
4.0,2035200,930750000,1331200000,0,10,80,50,0,0,500000,0,0.5,28.7204155922,357328,352048921,2538315521,2586617194,45853853,1386373783,45324464,343882346,2527881669,13693,33190114409,5830154568,13416,13416,10120,10120,10389,38,1533,61844,61144,1554,6730,1855,691,701,700,96,689,16764945184,15116,700,15116
3.0,1574400,1236750000,1866000000,500,10,10,5,3,1,950000,1,0.9,38.9027202129,384887,464492294,3298853245,3307027577,53549025,1784836825,53527619,480612813,3317263353,12245,51499079392,7812859873,12453,12453,16759,16759,17131,4,2035,79540,78600,2388,14938,3126,931,941,940,191,929,28123424896,12626,940,12626
3.0,806400,726750000,1866000000,0,100,80,5,3,0,500000,0,0.9,25.3078496456,359893,289102285,2716374191,2672840107,39879327,1688709376,39817815,295124744,2704687927,9232,13355508313,6737530365,5946,5946,7149,7149,7356,23,1834,56497,55881,1702,10257,1870,607,617,616,98,605,9881816544,9524,616,9524
3.0,1267200,726750000,665600000,100,60,10,50,3,1,500000,1,0.5,45.354887723900006,404616,469109024,2790904055,2804681335,53238359,1536178916,52937709,467923485,2749752976,15881,23673680616,6627761626,9313,9313,11285,11285,11588,1,0,85155,84059,2843,10919,0,1087,1097,1096,4,1085,14847294976,14857,1096,14857
2.0,1574400,624750000,1062400000,0,10,80,5,0,1,950000,0,0.9,24.680475235,416969,277718398,2172091988,2189387047,39148184,1265652635,39181139,287984501,2174015476,9279,12635288775,5293062519,5162,5162,5817,5817,6028,17,1367,54252,53648,1160,6424,1283,595,605,604,73,593,8659906656,7469,604,7469
3.0,1113600,1300500000,665600000,500,60,10,5,3,1,500000,0,0.5,36.409099102,431269,398355867,3360729452,3338861860,47324693,2145285417,46814777,405056753,3370829486,14770,16295915837,8474430249,8462,8462,9352,9352,9635,46,3096,74485,73605,2287,16831,2343,871,881,880,139,869,12260817088,13686,880,13686
3.0,1881600,1300500000,800000000,500,100,10,5,3,1,950000,0,-1.0,28.2679646015,359580,351522392,2603658377,2609383284,44948539,1385961470,44920042,357100554,2609361083,11422,34319887630,6037999837,11263,11263,10964,10964,11201,35,1627,61087,60399,1739,12254,2012,679,689,688,132,677,18739699552,12327,688,12327
2.0,1113600,930750000,800000000,500,10,10,50,3,1,950000,0,-1.0,29.2915885448,360051,327448972,3013946162,2949183227,39628434,1829899937,39749359,326153207,2973697343,7063,15269892418,7625711406,5339,5339,7039,7039,7241,22,1642,64750,64038,1659,11417,1783,703,713,712,132,701,9291912000,7901,712,7901
2.0,1574400,1236750000,800000000,500,10,10,50,3,0,500000,1,0.5,44.137530326800004,322921,388674124,2914788170,2946350810,54242691,1460820637,52897533,401464467,2931628329,31458,32319012676,6350725718,16359,16359,15476,15476,15849,36,0,81134,80434,4250,18033,7,691,701,700,12,689,21132016800,22007,700,22007
1.0,1420800,1032750000,800000000,500,10,80,50,3,1,950000,1,0.9,29.1052212715,450093,326848474,2694534589,2728847602,42442465,1642438477,41836051,332672518,2657944027,14057,18440354453,6569178693,7295,7295,6820,6820,7052,77,1780,62482,61782,1735,12330,1778,691,701,700,111,689,9828074944,9638,700,9638
1.0,1420800,1134750000,1600000000,0,10,80,50,3,0,500000,1,0.9,38.124112606,412356,420781244,3120584410,3092490252,48871772,1924920055,48907696,414225482,3099772238,13426,29780059514,7782623896,10450,10450,10403,10403,10812,1,2236,77194,76266,1869,8130,2408,919,929,928,156,917,15184171328,13483,928,13483
3.0,2035200,828750000,1866000000,500,10,10,5,3,0,500000,0,0.5,24.3591279984,392083,306458887,2532707985,2602557856,44219386,1433386245,43091328,304322591,2497305405,8312,18301830622,5830647380,6975,6975,8787,8787,9013,40,1470,54675,54083,1558,10029,1767,583,593,592,117,581,13486129056,9044,592,9044
1.0,2035200,1236750000,1866000000,0,60,10,50,3,0,950000,0,-1.0,21.2180094719,437712,273321890,2114346867,2054485617,37653002,1033336918,37316708,274500368,2045985672,9722,21847483144,4492758461,6305,6305,7093,7093,7288,1,897,49734,49214,1042,5147,1230,511,521,520,74,509,11994699104,6997,520,6997
1.0,652800,624750000,1866000000,500,100,10,5,3,0,500000,1,0.5,32.721477747,468401,363867056,2627779322,2601285981,42967147,1502836168,43854140,352658118,2663868896,11339,19355966059,6533099750,6083,6083,8628,8628,8962,44,1537,69137,68341,1595,7460,2033,787,797,796,97,785,11952144064,8244,796,8244
3.0,1881600,1300500000,1866000000,500,100,80,50,3,0,950000,1,0.5,25.179538726799997,391396,322814905,2539615764,2556614546,44462776,1385322524,45008441,325352892,2556837827,13164,24379178415,5958260035,11560,11560,10366,10366,10574,37,1448,56706,56090,1791,11894,1814,607,617,616,114,605,17769377664,13129,616,13129
3.0,1728000,624750000,1331200000,0,60,80,5,3,1,950000,1,-1.0,43.8500840664,475862,440622681,2654823059,2630458764,50605910,1437092598,50281419,453059224,2637959555,17699,23160330597,6482260909,8301,8301,9086,9086,9463,11,0,88773,87713,2504,10806,10,1051,1061,1060,7,1049,12102530336,14096,1060,14096
1.0,1113600,930750000,665600000,100,10,80,5,0,0,950000,1,0.5,24.3106942177,391511,297265508,2374411017,2393482841,40733049,1341509485,40563815,290881421,2419044879,7784,17551705936,5722214418,5595,5595,8505,8505,8727,6,1473,54499,53907,1507,9509,1704,583,593,592,122,581,12818827168,7382,592,7382
4.0,1267200,1236750000,1600000000,0,60,10,5,3,1,500000,1,0.9,30.141944885300003,380945,364125248,2554452139,2596800571,46250824,1352827695,46578944,367484552,2616895598,12852,32908146515,6038735376,11555,11555,11672,11672,11963,5,1346,64511,63775,1554,6751,2165,727,737,736,125,725,21525789056,12214,736,12214
2.0,1113600,1300500000,1600000000,100,10,10,5,3,0,950000,0,0.5,45.55040311810001,446609,481788676,2797465202,2768565080,54404742,1520373635,53068944,492993017,2792809421,20289,25351775435,6747138570,9422,9422,10455,10455,10815,14,0,92886,91778,2878,11885,0,1099,1109,1108,8,1097,14415602784,15226,1108,15226
1.0,2035200,624750000,800000000,100,10,80,5,3,0,950000,1,0.5,27.359835386300002,352572,335018124,2598466029,2537914087,42730854,1338676735,43866282,339513550,2642119890,8872,26726567719,6125502891,10483,10483,10016,10016,10255,19,1477,59149,58485,1599,9821,1773,655,665,664,132,653,15777298368,11543,664,11543
2.0,345600,930750000,800000000,500,100,80,5,0,0,950000,1,0.5,38.3480067253,385521,417534289,3633143590,3654017073,47348521,2451506196,47008688,421943852,3694954705,9664,22250019783,9454494107,6376,6376,11703,11703,12007,1,2268,80661,79733,2455,16583,2614,919,929,928,205,917,16181623520,9195,928,9195
2.0,1881600,1134750000,1866000000,500,100,80,50,0,1,500000,0,-1.0,34.0542416573,391402,430330967,2950619361,2951561932,51459369,1538887045,52089019,432929737,2971345727,22137,29251588306,6732035558,15819,15819,14794,14794,15153,29,1903,72620,71788,2065,10712,2435,823,833,832,169,821,27017937376,16934,832,16934
3.0,806400,1032750000,1331200000,500,60,80,50,3,0,950000,0,0.5,34.9759016037,362437,391044050,3333801859,3302326120,44991686,2190985364,44785251,389511828,3362939267,11136,17477051825,8532386763,4681,4681,9203,9203,9531,55,2437,73343,72487,2168,14196,2441,847,857,856,151,845,11675105600,7926,856,7926
4.0,1267200,930750000,800000000,500,10,80,50,3,0,950000,1,0.9,38.3445916176,420445,481853378,3488390112,3455261287,54117415,1903438738,54119041,483679859,3498679042,24238,26817201509,8100610029,17387,17387,18878,18878,19205,0,2694,78218,77290,2910,22403,2809,919,929,928,192,917,34003276864,18079,928,18079
