,num_cores,core_freq,gpu_freq,emc_freq,cache_pressure,swappiness,dirty_ratio,dirty_bg_ratio,drop_caches,policy,sched_rt_runtime,sched_child_runs_first,memory_growth,inference_time,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,context-switches,cycles,instructions,irq_handler_entry,irq_handler_exit,softirq_entry,softirq_exit,softirq_raise,major-faults,migrations,sys_enter,sys_exit,sched_boost_cpu,sched_boost_task,sched_migrate_task,sched_process_exec,sched_process_exit,sched_process_fork,sched_process_free,sched_process_wait,sched_stat_runtime,sched_wakeup,sched_wakeup_new,sched_waking,total_energy_consumption
1340,3,499200,216750000,1600000000,100,10,5,80,0,0,950000,0,0.5,28.554193121254738,475407787,943908805,922088253,67792935,1444682614,95467880,448489238,613161222,6792,10260172606,4084436031,5801,5801,3595,3595,3665,0,558,41228,40864,3117,6342,449,355,365,364,46,353,6035072352,7509,728,8349,49159
1341,3,2112000,1198500000,800000000,0,100,5,10,3,0,950000,1,-1.0,14.132747377431379,335783631,733088554,706763518,40839009,1071767023,50972610,324056124,469698910,1751,9483891539,3163053396,1761,1761,2868,2868,2911,0,300,28285,28101,1700,1479,269,175,185,184,39,173,5026209152,2074,368,2666,32562
1342,2,499200,1198500000,1600000000,0,60,50,80,0,0,500000,1,-1.0,12.777009896473505,368175835,739998081,716658914,42209001,1121128021,59694370,361332788,481382702,1779,6955054675,3074914136,1345,1345,2257,2257,2289,0,316,28133,27949,1746,1638,234,175,185,184,25,173,3973484992,2203,368,2358,28143
1343,2,1574400,114750000,665600000,100,60,50,10,3,1,950000,0,0.5,42.255478584932135,703224200,1208896254,1165795561,77378398,1780587937,127440236,675642894,778260689,9260,20605288992,5198353857,7323,7323,8025,8025,8179,42,1010,57274,56694,5230,8979,1307,571,581,580,123,569,12475050464,11288,1160,13061,79789
1344,3,1036800,216750000,1065600000,100,60,5,10,0,1,950000,0,0.5,21.312666081428837,502411147,971868003,941800201,59895751,1435984893,97103568,497059316,643461537,7860,12881456360,4237051380,6203,6203,4435,4435,4507,42,522,41229,40865,4178,6720,498,355,365,364,64,353,7294553824,9395,728,10199,52530
1345,3,422400,624750000,665600000,0,100,50,10,0,1,500000,1,-1.0,19.90959929556297,417473648,852265358,813627144,50263527,1238133465,67577435,410079611,553154254,3970,13245926067,3689532548,2965,2965,4898,4898,4955,41,565,33530,33274,3926,3260,409,247,257,256,53,245,7591102752,5265,512,5713,40360
1346,3,1651200,905250000,665600000,0,60,5,10,3,0,500000,1,0.5,17.64863586278987,390078038,784506616,745272591,42052634,1148155181,55420906,387031318,497187161,2257,11102638923,3341211423,2081,2081,3434,3434,3488,0,352,31078,30858,2373,2308,293,211,221,220,39,209,6195698240,2687,440,3258,36694
1347,3,268800,318750000,1331200000,0,100,50,80,0,1,950000,0,0.5,21.072012367315306,452354965,902095814,861269296,54366671,1317700703,84442184,431350249,575231689,6142,10556822275,3809779088,4704,4704,3484,3484,3534,41,513,36040,35748,3495,4739,407,283,293,292,33,281,5934409664,7652,584,8122,41717
1348,3,2035200,318750000,1866000000,100,100,50,80,3,0,500000,1,0.9,20.00337298621798,393584745,790782287,760977594,51123192,1132776702,75987148,388878938,529648863,2784,7695002604,3464087091,2266,2266,2447,2447,2485,0,326,33069,32813,1664,2428,298,247,257,256,31,245,4124889504,3219,512,3791,38041
1349,1,2265600,624750000,1600000000,0,60,5,10,0,0,500000,0,-1.0,13.340208523258829,338455934,722701584,692600434,39012911,1006934346,53086378,332395562,475164927,2024,7028107199,3126567136,1718,1718,2111,2111,2142,0,351,27945,27761,1157,1909,386,175,185,184,28,173,3623719488,2518,368,2732,29973
