num_cores,core_freq,gpu_freq,emc_freq,cache_pressure,swappiness,dirty_ratio,dirty_bg_ratio,drop_caches,policy,sched_rt_runtime,sched_child_runs_first,memory_growth,inference_time,total_energy_consumption,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,context-switches,cycles,instructions,irq_handler_entry,irq_handler_exit,softirq_entry,softirq_exit,softirq_raise,major-faults,migrations,sys_enter,sys_exit,sched_boost_cpu,sched_boost_task,sched_migrate_task,sched_process_exec,sched_process_exit,sched_process_fork,sched_process_free,sched_process_wait,sched_stat_runtime,sched_wakeup,sched_wakeup_new,sched_waking
2,2035200,930750000,1866000000,0,10,5,5,0,1,500000,0,0.5,130.510340793214,1204898,1356341382,6443430271,8718759070,108901730,6936726054,151958481,1744298495,8304912199,24502,50393637722,6144680607,26440,49121,44625,23209,21179,47,4433,119150,157899,0,67137,2212,1766,2003,2722,7,1348,108675776940,26940,4145,85833
2,2035200,726750000,665600000,0,100,5,5,0,1,500000,0,0.9,144.226966710965,440571,1177261264,8212473091,9189826930,88810021,6819593456,104401225,438733631,10349385700,63016,90991345277,14505556169,42425,53837,26183,25681,9449,78,7027,171716,87043,0,63795,5041,3201,1697,2033,567,3494,38336550158,32327,3222,8082
3,1420800,1032750000,1866000000,0,10,50,50,3,0,950000,0,0.5,130.835611211776,598992,700232646,10808224012,5612674974,101415790,5854284169,63203301,1237867672,8982248218,11835,158093270674,25892115719,10903,39771,63985,52051,72589,82,7453,87295,135847,0,61295,3049,3710,1082,4189,399,3385,71632944398,40171,3257,37930
3,1113600,624750000,665600000,0,10,50,5,3,0,950000,1,-1,96.6292121992038,1283832,952044034,5213588608,6457733896,57530844,8053749753,142040006,766430255,8592636052,77587,98708005535,28554168062,5616,32354,67105,10105,31445,183,3552,216374,212803,0,42342,10867,3355,1899,3071,527,1005,105484161362,80685,3548,71675
2,1574400,624750000,665600000,0,10,5,50,3,1,950000,1,-1,138.899804037556,1375136,562220131,8665183258,11382193214,133172566,1324174566,113538721,1102398291,8186175030,84830,127928383824,16597957723,44155,55282,22090,57036,31875,20,8012,208639,189804,0,35156,8025,3419,2823,2083,474,3715,53046452512,26089,1141,40768
3,1728000,1300500000,800000000,0,10,5,5,0,1,500000,1,0.9,74.7479124698225,1239434,1661087901,3556846976,10446463078,73010020,3787949915,147739712,500746515,8130417233,78018,31322502722,23877840416,22343,54044,64197,46920,54205,88,9132,232629,91553,0,6917,6195,1955,3243,1790,579,2128,108075161038,12056,775,12430
3,1420800,1032750000,1866000000,0,10,50,50,3,0,950000,0,0.5,44.2231094130374,846276,1215785593,4734444749,9568605055,149793345,7417468771,158925074,1149075625,11440773301,34235,90502207543,29457845306,4669,25177,61608,24827,51703,8,907,182305,157238,0,60870,5103,796,1539,2921,787,2301,112929283040,28462,1152,56878
3,1728000,726750000,800000000,0,10,50,50,3,0,500000,0,-1,150.670792873207,559517,1431684413,9347176372,6734913525,129575210,7022011843,149781793,768525474,5210635336,8170,112758197873,5944196698,44344,14953,43981,66121,26737,136,3340,79238,197764,0,28096,7751,3715,2430,3420,449,2784,78749902480,15809,4170,34286
3,2035200,726750000,1866000000,0,10,50,5,3,0,500000,0,-1,101.505521461966,735400,1098574601,7935636225,10233654274,47506345,4561482241,42393794,1104890216,7614969762,53658,95894425707,27899625684,4161,47383,20473,45296,68777,41,8963,113118,211864,0,41603,1436,3192,797,1802,609,1734,27940435545,67497,2388,10333
1,806400,1300500000,665600000,0,10,50,50,0,1,500000,1,-1,68.2113092982385,1068223,580040860,9482335789,9792335513,149940880,2031932982,95661580,1724069994,4726149813,47660,25073226476,20505119629,12915,13577,11336,38193,18716,30,8461,248870,272648,0,34124,2521,1591,1825,2445,836,1854,31535431913,40415,2775,85668
