num_cores,core_freq,gpu_freq,emc_freq,cache_pressure,swappiness,dirty_ratio,dirty_bg_ratio,drop_caches,policy,sched_rt_runtime,sched_child_runs_first,memory_growth,inference_time,total_energy_consumption,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,context-switches,cycles,instructions,irq_handler_entry,irq_handler_exit,softirq_entry,softirq_exit,softirq_raise,major-faults,migrations,sys_enter,sys_exit,sched_boost_cpu,sched_boost_task,sched_migrate_task,sched_process_exec,sched_process_exit,sched_process_fork,sched_process_free,sched_process_wait,sched_stat_runtime,sched_wakeup,sched_wakeup_new,sched_waking
1.0,960000,930750000,1331200000,0,10,5,50,0,0,950000,1,0.5,43.477593183517506,277407,474180891,3149267860,3145414221,56473529,1595911167,56216966,476967432,3138761159,31081,19015576397,7120719524,15549,15549,14916,14916,15332,0,0,98543,97609,0,17516,1,925,935,934,11,923,20448398720,21085,934,21085
2.0,2035200,624750000,1331200000,0,60,5,5,3,0,950000,1,-1.0,16.0383121967316,175879,208046111,1775632330,1832529762,34723742,943075516,34669024,210114657,1784839295,6281,20031895583,4089745199,4519,4519,5852,5852,6009,16,628,41252,40852,0,3961,1042,391,401,400,46,389,10077661024,5141,400,5141
3.0,1267200,1236750000,800000000,0,60,5,50,0,1,500000,0,0.9,14.9442548751831,203758,193542406,1688459359,1704809712,34235898,880641167,34031739,190789681,1692799469,4308,21945901571,3876924113,4147,4147,6945,6945,7095,0,934,39403,39039,0,6923,1182,355,365,364,80,353,11843063392,4104,364,4104
2.0,2035200,1134750000,665600000,0,10,5,5,3,0,500000,1,0.9,18.543941736221303,226346,242150291,1985554607,2014616944,39620777,1058165826,40092713,249776866,2007813499,10429,34884201157,4592545779,10680,10680,9505,9505,9707,38,782,45446,44986,0,4407,1528,451,461,460,84,449,17246406880,11343,460,11343
3.0,345600,930750000,665600000,0,10,5,50,0,1,500000,1,0.9,18.516922712326,210609,259589662,2126840167,2153201696,38865671,1075154144,39176955,251196531,2168297155,9266,53040751063,4783220177,11231,11231,13636,13636,13822,0,966,46680,46220,0,11296,1691,451,461,460,118,449,26187161696,9018,460,9018
3.0,1728000,930750000,1331200000,0,10,50,5,0,1,950000,0,0.9,13.345286846160901,168765,183865473,1713798023,1657654360,32040609,816970922,31584519,187325939,1676765776,3774,15431554273,3770724699,4876,4876,5379,5379,5497,0,719,36708,36380,0,5341,928,319,329,328,61,317,9237754560,5092,328,5092
4.0,2035200,726750000,1062400000,0,60,5,50,3,1,950000,0,0.5,15.4076285362244,163624,184140305,1853046450,1881697659,31036717,1134423523,31543465,189479817,1855589676,3502,11161703200,4473024991,2178,2178,4235,4235,4343,0,792,41284,40908,0,5821,913,367,377,376,67,365,5769562848,3381,376,3381
2.0,1420800,1300500000,1062400000,0,60,50,5,3,0,500000,1,0.9,13.2960498332977,207581,189210830,1635554765,1650984545,32528423,820858717,32165061,180507177,1606697295,5682,17482978907,3496419227,4119,4119,5468,5468,5608,3,574,36480,36152,0,3406,979,319,329,328,53,317,9572972064,4379,328,4379
2.0,2035200,828750000,1866000000,0,10,50,5,3,0,500000,0,0.5,13.2508993148804,196634,185812072,1607573582,1590777204,32675383,804179520,32532202,182889054,1616326338,5220,15253823386,3586638434,6156,6156,4332,4332,4449,5,484,35778,35450,0,2223,822,319,329,328,33,317,7614854496,6540,328,6540
3.0,806400,1032750000,1062400000,0,10,5,50,3,1,950000,1,-1.0,17.114321231842002,192119,233782007,2161872012,2197108704,39230507,1240041088,38965130,238104550,2153421292,12217,11352665232,5021949685,10477,10477,8545,8545,8697,37,1146,44302,43878,0,11653,1533,415,425,424,84,413,14291418976,12793,424,12793
3.0,1881600,1236750000,1062400000,0,60,50,5,3,0,500000,1,0.5,12.8856332302094,194301,162325688,1607230353,1616819750,31989950,885340655,31916431,168519709,1640287912,4018,16469863628,3773149603,3204,3204,5086,5086,5186,0,687,35802,35486,0,5663,928,307,317,316,51,305,8868455968,3319,316,3319
2.0,1574400,624750000,1600000000,0,60,50,5,3,0,500000,0,-1.0,16.8033192157745,181278,209202772,1748311952,1809121136,36049069,973226510,35274858,201823639,1746826757,5621,15686583382,3954861955,4005,4005,5956,5956,6131,3,737,41785,41373,0,3725,1032,403,413,412,58,401,10242277856,4754,412,4754
3.0,1881600,1236750000,1062400000,0,60,50,5,3,0,500000,1,0.5,12.935606002807601,193766,174755161,1622259998,1608349233,33294780,830318623,33241535,177479933,1649079893,4678,18269609009,3711906059,4015,4015,6023,6023,6151,46,687,36058,35742,0,4523,1100,307,317,316,70,305,9806969888,4719,316,4719
